ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2007-12-22,8.023148769017077,7.46275312156185,8.731901136894548,8.023148769017077,8.023148769017077,0.06690635751939437,0.06690635751939437,0.06690635751939437,-0.31171297169185525,-0.31171297169185525,-0.31171297169185525,0.37861932921124963,0.37861932921124963,0.37861932921124963,0.0,0.0,0.0,8.090055126536472
2007-12-23,8.021602170230743,7.859352462532231,9.101606792403334,8.021602170230743,8.021602170230743,0.4387971474851989,0.4387971474851989,0.4387971474851989,0.048286923186377395,0.048286923186377395,0.048286923186377395,0.39051022429882154,0.39051022429882154,0.39051022429882154,0.0,0.0,0.0,8.460399317715941
2007-12-24,8.02005557144441,8.139396817137536,9.369778115316024,8.02005557144441,8.02005557144441,0.7573630793950049,0.7573630793950049,0.7573630793950049,0.3522883642503835,0.3522883642503835,0.3522883642503835,0.4050747151446214,0.4050747151446214,0.4050747151446214,0.0,0.0,0.0,8.777418650839413
2007-12-25,8.018508972658077,7.976463668362254,9.134651358338184,8.018508972658077,8.018508972658077,0.5417386449873621,0.5417386449873621,0.5417386449873621,0.11963577147709967,0.11963577147709967,0.11963577147709967,0.4221028735102626,0.4221028735102626,0.4221028735102626,0.0,0.0,0.0,8.56024761764544
2007-12-26,8.016962373871744,7.800204866627085,9.022370681007624,8.016962373871744,8.016962373871744,0.37468488546768935,0.37468488546768935,0.37468488546768935,-0.06666884477663602,-0.06666884477663602,-0.06666884477663602,0.4413537302443254,0.4413537302443254,0.4413537302443254,0.0,0.0,0.0,8.391647259339432
2007-12-27,8.015415775085412,7.75914907761195,9.005023834112352,8.015415775085412,8.015415775085412,0.3903102116879254,0.3903102116879254,0.3903102116879254,-0.0722539495344024,-0.0722539495344024,-0.0722539495344024,0.4625641612223278,0.4625641612223278,0.4625641612223278,0.0,0.0,0.0,8.405725986773337
2007-12-28,8.013869176299078,7.839177724492066,9.06037243360986,8.013869176299078,8.013869176299078,0.4158826141377371,0.4158826141377371,0.4158826141377371,-0.06957529291088586,-0.06957529291088586,-0.06957529291088586,0.48545790704862296,0.48545790704862296,0.48545790704862296,0.0,0.0,0.0,8.429751790436816
2007-12-29,8.012322577512744,7.592166185770918,8.890035419809314,8.012322577512744,8.012322577512744,0.19804143678034086,0.19804143678034086,0.19804143678034086,-0.31171297169177864,-0.31171297169177864,-0.31171297169177864,0.5097544084721195,0.5097544084721195,0.5097544084721195,0.0,0.0,0.0,8.210364014293086
2007-12-30,8.010775978726413,7.966295887054545,9.224215022875432,8.010775978726413,8.010775978726413,0.5834640745701686,0.5834640745701686,0.5834640745701686,0.048286923186653466,0.048286923186653466,0.048286923186653466,0.5351771513835151,0.5351771513835151,0.5351771513835151,0.0,0.0,0.0,8.59424005329658
2007-12-31,8.009229379940079,8.293014938502889,9.55410248175359,8.009229379940079,8.009229379940079,0.9137496014404778,0.9137496014404778,0.9137496014404778,0.35228836425050314,0.35228836425050314,0.35228836425050314,0.5614612371899748,0.5614612371899748,0.5614612371899748,0.0,0.0,0.0,8.922978981380556
2008-01-01,8.007682781153747,8.104862982821281,9.336224473709493,8.007682781153747,8.007682781153747,0.7079956970624766,0.7079956970624766,0.7079956970624766,0.11963577147675931,0.11963577147675931,0.11963577147675931,0.5883599255857173,0.5883599255857173,0.5883599255857173,0.0,0.0,0.0,8.715678478216223
2008-01-02,8.006136182367413,7.937237273316863,9.163448969920946,8.006136182367413,8.006136182367413,0.5489810914276861,0.5489810914276861,0.5489810914276861,-0.06666884477674984,-0.06666884477674984,-0.06666884477674984,0.615649936204436,0.615649936204436,0.615649936204436,0.0,0.0,0.0,8.5551172737951
2008-01-03,8.00458958358108,7.983879991426606,9.199865244271239,8.00458958358108,8.00458958358108,0.5708813925449864,0.5708813925449864,0.5708813925449864,-0.07225394953428423,-0.07225394953428423,-0.07225394953428423,0.6431353420792706,0.6431353420792706,0.6431353420792706,0.0,0.0,0.0,8.575470976126066
2008-01-04,8.003042984794748,7.986341812033544,9.178909299658956,8.003042984794748,8.003042984794748,0.6010746468104186,0.6010746468104186,0.6010746468104186,-0.06957529291107223,-0.06957529291107223,-0.06957529291107223,0.6706499397214908,0.6706499397214908,0.6706499397214908,0.0,0.0,0.0,8.604117631605167
2008-01-05,8.001496386008416,7.799813202319291,8.959693911839016,8.001496386008416,8.001496386008416,0.38634506459439616,0.38634506459439616,0.38634506459439616,-0.31171297169170215,-0.31171297169170215,-0.31171297169170215,0.6980580362860983,0.6980580362860983,0.6980580362860983,0.0,0.0,0.0,8.387841450602812
2008-01-06,7.999949787222081,8.159472985477871,9.444477535029112,7.999949787222081,7.999949787222081,0.7735405751017927,0.7735405751017927,0.7735405751017927,0.048286923186929495,0.048286923186929495,0.048286923186929495,0.7252536519148632,0.7252536519148632,0.7252536519148632,0.0,0.0,0.0,8.773490362323875
2008-01-07,7.998403188435749,8.48523616017969,9.695572318069914,7.998403188435749,7.998403188435749,1.1044465573033486,1.1044465573033486,1.1044465573033486,0.35228836425050614,0.35228836425050614,0.35228836425050614,0.7521581930528426,0.7521581930528426,0.7521581930528426,0.0,0.0,0.0,9.102849745739098
2008-01-08,7.996856589649416,8.2391841487659,9.532923943657753,7.996856589649416,7.996856589649416,0.8983524799369631,0.8983524799369631,0.8983524799369631,0.11963577147747141,0.11963577147747141,0.11963577147747141,0.7787167084594918,0.7787167084594918,0.7787167084594918,0.0,0.0,0.0,8.895209069586379
2008-01-09,7.995309990863083,8.105848302873186,9.322754803915348,7.995309990863083,7.995309990863083,0.7382240471579002,0.7382240471579002,0.7382240471579002,-0.0666688447767311,-0.0666688447767311,-0.0666688447767311,0.8048928919346314,0.8048928919346314,0.8048928919346314,0.0,0.0,0.0,8.733534038020982
2008-01-10,7.99376339207675,8.119892759075642,9.368344264315493,7.99376339207675,7.99376339207675,0.758409093212178,0.758409093212178,0.758409093212178,-0.07225394953424837,-0.07225394953424837,-0.07225394953424837,0.8306630427464264,0.8306630427464264,0.8306630427464264,0.0,0.0,0.0,8.752172485288929
2008-01-11,7.9922167932904165,8.124862458118471,9.409310180255801,7.9922167932904165,7.9922167932904165,0.7864339418970288,0.7864339418970288,0.7864339418970288,-0.06957529291125862,-0.06957529291125862,-0.06957529291125862,0.8560092348082873,0.8560092348082873,0.8560092348082873,0.0,0.0,0.0,8.778650735187446
2008-01-12,7.9906701945040846,7.97533779497838,9.15015708112346,7.9906701945040846,7.9906701945040846,0.5691990057769779,0.5691990057769779,0.5691990057769779,-0.31171297169162565,-0.31171297169162565,-0.31171297169162565,0.8809119774686035,0.8809119774686035,0.8809119774686035,0.0,0.0,0.0,8.559869200281062
2008-01-13,7.989123595717752,8.305596784884363,9.562213340584092,7.989123595717752,7.989123595717752,0.9536295964318848,0.9536295964318848,0.9536295964318848,0.048286923185002974,0.048286923185002974,0.048286923185002974,0.9053426732468817,0.9053426732468817,0.9053426732468817,0.0,0.0,0.0,8.942753192149636
2008-01-14,7.987576996931418,8.64785164078185,9.830070084519932,7.987576996931418,7.987576996931418,1.2815445544149662,1.2815445544149662,1.2815445544149662,0.35228836425028637,0.35228836425028637,0.35228836425028637,0.9292561901646799,0.9292561901646799,0.9292561901646799,0.0,0.0,0.0,9.269121551346384
2008-01-15,7.986030398145085,8.442955872471966,9.68845507679295,7.986030398145085,7.986030398145085,1.0722196394722836,1.0722196394722836,1.0722196394722836,0.11963577147713107,0.11963577147713107,0.11963577147713107,0.9525838679951526,0.9525838679951526,0.9525838679951526,0.0,0.0,0.0,9.05825003761737
2008-01-16,7.984483799358753,8.256376541896284,9.484075281981893,7.984483799358753,7.984483799358753,0.9085584238445292,0.9085584238445292,0.9085584238445292,-0.06666884477671241,-0.06666884477671241,-0.06666884477671241,0.9752272686212416,0.9752272686212416,0.9752272686212416,0.0,0.0,0.0,8.893042223203283
2008-01-17,7.98293720057242,8.34220889515327,9.519793696277192,7.98293720057242,7.98293720057242,0.9247990114027269,0.9247990114027269,0.9247990114027269,-0.0722539495342125,-0.0722539495342125,-0.0722539495342125,0.9970529609369393,0.9970529609369393,0.9970529609369393,0.0,0.0,0.0,8.907736211975147
2008-01-18,7.981390601786087,8.319305468915491,9.572124808252704,7.981390601786087,7.981390601786087,0.9483133079487647,0.9483133079487647,0.9483133079487647,-0.06957529291097485,-0.06957529291097485,-0.06957529291097485,1.0178886008597394,1.0178886008597394,1.0178886008597394,0.0,0.0,0.0,8.929703909734851
2008-01-19,7.979844002999753,8.078961068382608,9.291696452624851,7.979844002999753,7.979844002999753,0.7258075561919215,0.7258075561919215,0.7258075561919215,-0.3117129716918367,-0.3117129716918367,-0.3117129716918367,1.037520527883758,1.037520527883758,1.037520527883758,0.0,0.0,0.0,8.705651559191676
2008-01-20,7.9782974042134205,8.471153662132371,9.692262761089372,7.9782974042134205,7.9782974042134205,1.1039799755163682,1.1039799755163682,1.1039799755163682,0.04828692318558175,0.04828692318558175,0.04828692318558175,1.0556930523307866,1.0556930523307866,1.0556930523307866,0.0,0.0,0.0,9.082277379729788
2008-01-21,7.976750805427089,8.789060866798401,10.014305235847125,7.976750805427089,7.976750805427089,1.4243979176996908,1.4243979176996908,1.4243979176996908,0.3522883642504059,0.3522883642504059,0.3522883642504059,1.0721095534492848,1.0721095534492848,1.0721095534492848,0.0,0.0,0.0,9.401148723126779
2008-01-22,7.975204206640754,8.561843644698,9.783087813972585,7.975204206640754,7.975204206640754,1.2060712208765456,1.2060712208765456,1.2060712208765456,0.11963577147679072,0.11963577147679072,0.11963577147679072,1.086435449399755,1.086435449399755,1.086435449399755,0.0,0.0,0.0,9.1812754275173
2008-01-23,7.973657607854422,8.309321095189302,9.630708172978848,7.973657607854422,7.973657607854422,1.0316341929767874,1.0316341929767874,1.0316341929767874,-0.06666884477669373,-0.06666884477669373,-0.06666884477669373,1.098303037753481,1.098303037753481,1.098303037753481,0.0,0.0,0.0,9.005291800831209
2008-01-24,7.972111009068089,8.44106427800911,9.640501833778913,7.972111009068089,7.972111009068089,1.0350641918105596,1.0350641918105596,1.0350641918105596,-0.072253949534327,-0.072253949534327,-0.072253949534327,1.1073181413448865,1.1073181413448865,1.1073181413448865,0.0,0.0,0.0,9.007175200878649
2008-01-25,7.970564410281756,8.413319502416615,9.638085991009232,7.970564410281756,7.970564410281756,1.0434931382413923,1.0434931382413923,1.0434931382413923,-0.06957529291109252,-0.06957529291109252,-0.06957529291109252,1.1130684311524848,1.1130684311524848,1.1130684311524848,0.0,0.0,0.0,9.014057548523148
2008-01-26,7.969017811495424,8.128868970329151,9.375417460139714,7.969017811495424,7.969017811495424,0.8034202656414304,0.8034202656414304,0.8034202656414304,-0.3117129716917602,-0.3117129716917602,-0.3117129716917602,1.1151332373331906,1.1151332373331906,1.1151332373331906,0.0,0.0,0.0,8.772438077136854
2008-01-27,7.967471212709091,8.479781464295277,9.764700440341986,7.967471212709091,7.967471212709091,1.1613815267325847,1.1613815267325847,1.1613815267325847,0.04828692318616049,0.04828692318616049,0.04828692318616049,1.1130946035464242,1.1130946035464242,1.1130946035464242,0.0,0.0,0.0,9.128852739441676
2008-01-28,7.965924613922757,8.878878805636527,10.091396169789334,7.965924613922757,7.965924613922757,1.4588376543482255,1.4588376543482255,1.4588376543482255,0.3522883642505255,0.3522883642505255,0.3522883642505255,1.1065492900977,1.1065492900977,1.1065492900977,0.0,0.0,0.0,9.424762268270984
2008-01-29,7.9643780151364245,8.568581152778485,9.770540298398302,7.9643780151364245,7.9643780151364245,1.2147571613446433,1.2147571613446433,1.2147571613446433,0.11963577147719405,0.11963577147719405,0.11963577147719405,1.0951213898674492,1.0951213898674492,1.0951213898674492,0.0,0.0,0.0,9.179135176481068
2008-01-30,7.962831416350091,8.3310472825338,9.559354906806687,7.962831416350091,7.962831416350091,1.0118063441180232,1.0118063441180232,1.0118063441180232,-0.06666884477650593,-0.06666884477650593,-0.06666884477650593,1.078475188894529,1.078475188894529,1.078475188894529,0.0,0.0,0.0,8.974637760468115
2008-02-01,7.959738218777426,8.295542420913288,9.510399443122191,7.959738218777426,7.959738218777426,0.9588864510935383,0.9588864510935383,0.9588864510935383,-0.06957529291127891,-0.06957529291127891,-0.06957529291127891,1.0284617440048174,1.0284617440048174,1.0284617440048174,0.0,0.0,0.0,8.918624669870965
2008-02-02,7.9581916199910925,8.027241568780799,9.20702001037258,7.9581916199910925,7.9581916199910925,0.6830223869121747,0.6830223869121747,0.6830223869121747,-0.3117129716918898,-0.3117129716918898,-0.3117129716918898,0.9947353586040645,0.9947353586040645,0.9947353586040645,0.0,0.0,0.0,8.641214006903267
2008-02-03,7.95664502120476,8.397223231578716,9.58988552957702,7.95664502120476,7.95664502120476,1.003380445357722,1.003380445357722,1.003380445357722,0.04828692318548664,0.04828692318548664,0.04828692318548664,0.9550935221722354,0.9550935221722354,0.9550935221722354,0.0,0.0,0.0,8.960025466562481
2008-02-04,7.955098422418427,8.570601314294263,9.84745089062066,7.955098422418427,7.955098422418427,1.2618638289000714,1.2618638289000714,1.2618638289000714,0.3522883642505285,0.3522883642505285,0.3522883642505285,0.9095754646495429,0.9095754646495429,0.9095754646495429,0.0,0.0,0.0,9.216962251318499
2008-02-05,7.953551823632093,8.300089496945823,9.540185975912582,7.953551823632093,7.953551823632093,0.97795683971597,0.97795683971597,0.97795683971597,0.11963577147716246,0.11963577147716246,0.11963577147716246,0.8583210682388075,0.8583210682388075,0.8583210682388075,0.0,0.0,0.0,8.931508663348064
2008-02-06,7.952005224845761,8.06654474967736,9.306896153590682,7.952005224845761,7.952005224845761,0.7349059674028677,0.7349059674028677,0.7349059674028677,-0.06666884477648723,-0.06666884477648723,-0.06666884477648723,0.8015748121793549,0.8015748121793549,0.8015748121793549,0.0,0.0,0.0,8.68691119224863
2008-02-07,7.9504586260594285,8.00632929332461,9.213308174492367,7.9504586260594285,7.9504586260594285,0.6674332797827297,0.6674332797827297,0.6674332797827297,-0.07225394953409063,-0.07225394953409063,-0.07225394953409063,0.7396872293168203,0.7396872293168203,0.7396872293168203,0.0,0.0,0.0,8.617891905842159
2008-02-08,7.948912027273095,7.928527411769732,9.177500385002899,7.948912027273095,7.948912027273095,0.6035384322971354,0.6035384322971354,0.6035384322971354,-0.06957529291146526,-0.06957529291146526,-0.06957529291146526,0.6731137252086007,0.6731137252086007,0.6731137252086007,0.0,0.0,0.0,8.552450459570231
2008-02-09,7.947365428486762,7.579371330035985,8.838451410987277,7.947365428486762,7.947365428486762,0.2906977097959684,0.2906977097959684,0.2906977097959684,-0.3117129716915642,-0.3117129716915642,-0.3117129716915642,0.6024106814875325,0.6024106814875325,0.6024106814875325,0.0,0.0,0.0,8.23806313828273
2008-02-10,7.945818829700428,7.929351485534905,9.13268965097102,7.945818829700428,7.945818829700428,0.5765157633592858,0.5765157633592858,0.5765157633592858,0.048286923185762685,0.048286923185762685,0.048286923185762685,0.5282288401735231,0.5282288401735231,0.5282288401735231,0.0,0.0,0.0,8.522334593059714
2008-02-11,7.9442722309140965,8.164036420870667,9.346852583573384,7.9442722309140965,7.9442722309140965,0.8035924066891988,0.8035924066891988,0.8035924066891988,0.35228836425030874,0.35228836425030874,0.35228836425030874,0.45130404243889,0.45130404243889,0.45130404243889,0.0,0.0,0.0,8.747864637603296
2008-02-12,7.942725632127764,7.813917477910332,9.096631634546606,7.942725632127764,7.942725632127764,0.4920812432707398,0.4920812432707398,0.4920812432707398,0.11963577147682213,0.11963577147682213,0.11963577147682213,0.37244547179391774,0.37244547179391774,0.37244547179391774,0.0,0.0,0.0,8.434806875398504
2008-02-13,7.94117903334143,7.552469737385627,8.753816678875904,7.94117903334143,7.94117903334143,0.22585278078111207,0.22585278078111207,0.22585278078111207,-0.06666884477668555,-0.06666884477668555,-0.06666884477668555,0.29252162555779765,0.29252162555779765,0.29252162555779765,0.0,0.0,0.0,8.167031814122542
2008-02-14,7.939632434555097,7.472648454825171,8.668052960037361,7.939632434555097,7.939632434555097,0.14019035807530367,0.14019035807530367,0.14019035807530367,-0.07225394953420512,-0.07225394953420512,-0.07225394953420512,0.21244430760950878,0.21244430760950878,0.21244430760950878,0.0,0.0,0.0,8.0798227926304
2008-02-15,7.938085835768765,7.391245824758733,8.631010007797823,7.938085835768765,7.938085835768765,0.06357570482883043,0.06357570482883043,0.06357570482883043,-0.06957529291118147,-0.06957529291118147,-0.06957529291118147,0.1331509977400119,0.1331509977400119,0.1331509977400119,0.0,0.0,0.0,8.001661540597595
2008-02-16,7.936539236982431,7.094109840622053,8.306640846370776,7.936539236982431,7.936539236982431,-0.25612696517784317,-0.25612696517784317,-0.25612696517784317,-0.3117129716916937,-0.3117129716916937,-0.3117129716916937,0.05558600651385057,0.05558600651385057,0.05558600651385057,0.0,0.0,0.0,7.680412271804587
2008-02-17,7.934992638196099,7.360597050540376,8.56960015802092,7.934992638196099,7.934992638196099,0.028967790951695924,0.028967790951695924,0.028967790951695924,0.048286923186038756,0.048286923186038756,0.048286923186038756,-0.019319132234342836,-0.019319132234342836,-0.019319132234342836,0.0,0.0,0.0,7.963960429147795
2008-02-18,7.933446039409766,7.58583326037753,8.799565590276204,7.933446039409766,7.933446039409766,0.26162281653123265,0.26162281653123265,0.26162281653123265,0.35228836425008897,0.35228836425008897,0.35228836425008897,-0.09066554771885627,-0.09066554771885627,-0.09066554771885627,0.0,0.0,0.0,8.195068855940999
2008-02-19,7.931899440623432,7.2794724379743,8.550024083553957,7.931899440623432,7.931899440623432,-0.037970923738501194,-0.037970923738501194,-0.037970923738501194,0.11963577147648177,0.11963577147648177,0.11963577147648177,-0.15760669521498297,-0.15760669521498297,-0.15760669521498297,0.0,0.0,0.0,7.893928516884931
2008-02-20,7.9303528418371005,7.044170281559605,8.235654034707558,7.9303528418371005,7.9303528418371005,-0.2860361334044255,-0.2860361334044255,-0.2860361334044255,-0.06666884477636528,-0.06666884477636528,-0.06666884477636528,-0.2193672886280602,-0.2193672886280602,-0.2193672886280602,0.0,0.0,0.0,7.644316708432675
2008-02-21,7.928806243050766,6.969783359705164,8.163712513975533,7.928806243050766,7.928806243050766,-0.3475149539195441,-0.3475149539195441,-0.3475149539195441,-0.07225394953416926,-0.07225394953416926,-0.07225394953416926,-0.2752610043853749,-0.2752610043853749,-0.2752610043853749,0.0,0.0,0.0,7.581291289131222
2008-02-22,7.927259644264434,6.941067924071065,8.130170594988842,7.927259644264434,7.927259644264434,-0.39428177406409304,-0.39428177406409304,-0.39428177406409304,-0.06957529291129914,-0.06957529291129914,-0.06957529291129914,-0.3247064811527938,-0.3247064811527938,-0.3247064811527938,0.0,0.0,0.0,7.532977870200341
2008-02-23,7.925713045478101,6.610139248048214,7.853053063862544,7.925713045478101,7.925713045478101,-0.6789541477218347,-0.6789541477218347,-0.6789541477218347,-0.31171297169161716,-0.31171297169161716,-0.31171297169161716,-0.3672411760302176,-0.3672411760302176,-0.3672411760302176,0.0,0.0,0.0,7.2467588977562665
2008-02-24,7.924166446691768,6.9053337652404325,8.202089511923337,7.924166446691768,7.924166446691768,-0.35424576339101904,-0.35424576339101904,-0.35424576339101904,0.048286923186617516,0.048286923186617516,0.048286923186617516,-0.4025326865776366,-0.4025326865776366,-0.4025326865776366,0.0,0.0,0.0,7.569920683300748
2008-02-25,7.922619847905435,7.258823214319348,8.501136728982525,7.922619847905435,7.922619847905435,-0.078098843852275,-0.078098843852275,-0.078098843852275,0.35228836425009197,0.35228836425009197,0.35228836425009197,-0.43038720810236697,-0.43038720810236697,-0.43038720810236697,0.0,0.0,0.0,7.84452100405316
2008-02-26,7.921073249119103,6.920222286198326,8.215694751242886,7.921073249119103,7.921073249119103,-0.33111909406833256,-0.33111909406833256,-0.33111909406833256,0.11963577147762877,0.11963577147762877,0.11963577147762877,-0.45075486554596134,-0.45075486554596134,-0.45075486554596134,0.0,0.0,0.0,7.58995415505077
2008-02-27,7.919526650332769,6.786132930935357,7.997345581231338,7.919526650332769,7.919526650332769,-0.5304005820075155,-0.5304005820075155,-0.5304005820075155,-0.06666884477656361,-0.06666884477656361,-0.06666884477656361,-0.46373173723095185,-0.46373173723095185,-0.46373173723095185,0.0,0.0,0.0,7.389126068325254
2008-02-29,7.916433452760105,6.774350719958467,8.01443243742551,7.916433452760105,7.916433452760105,-0.5381907785494017,-0.5381907785494017,-0.5381907785494017,-0.06957529291141683,-0.06957529291141683,-0.06957529291141683,-0.4686154856379848,-0.4686154856379848,-0.4686154856379848,0.0,0.0,0.0,7.378242674210703
2008-03-02,7.913340255187438,6.887461580909731,8.10805612067727,7.913340255187438,7.913340255187438,-0.4003019112463007,-0.4003019112463007,-0.4003019112463007,0.048286923185640936,0.048286923185640936,0.048286923185640936,-0.44858883443194164,-0.44858883443194164,-0.44858883443194164,0.0,0.0,0.0,7.513038343941138
2008-03-05,7.908700458828439,6.833043210737327,8.06249224433068,7.908700458828439,7.908700458828439,-0.45083901970587575,-0.45083901970587575,-0.45083901970587575,-0.0666688447765449,-0.0666688447765449,-0.0666688447765449,-0.3841701749293309,-0.3841701749293309,-0.3841701749293309,0.0,0.0,0.0,7.4578614391225635
2008-03-06,7.907153860042105,6.856164183643368,8.128699337522965,7.907153860042105,7.907153860042105,-0.42927631381488923,-0.42927631381488923,-0.42927631381488923,-0.07225394953401522,-0.07225394953401522,-0.07225394953401522,-0.357022364280874,-0.357022364280874,-0.357022364280874,0.0,0.0,0.0,7.477877546227216
2008-03-07,7.905607261255773,6.8571536034159495,8.143494955770441,7.905607261255773,7.905607261255773,-0.39821025850887587,-0.39821025850887587,-0.39821025850887587,-0.06957529291113305,-0.06957529291113305,-0.06957529291113305,-0.32863496559774286,-0.32863496559774286,-0.32863496559774286,0.0,0.0,0.0,7.507397002746897
2008-03-08,7.9040606624694405,6.682480189986489,7.874570030545799,7.9040606624694405,7.9040606624694405,-0.611700258438019,-0.611700258438019,-0.611700258438019,-0.31171297169175183,-0.31171297169175183,-0.31171297169175183,-0.2999872867462672,-0.2999872867462672,-0.2999872867462672,0.0,0.0,0.0,7.292360404031421
2008-03-09,7.902514063683107,7.03169854692601,8.308786707766387,7.902514063683107,7.902514063683107,-0.22375356907509178,-0.22375356907509178,-0.22375356907509178,0.04828692318621969,0.04828692318621969,0.04828692318621969,-0.27204049226131144,-0.27204049226131144,-0.27204049226131144,0.0,0.0,0.0,7.6787604946080155
2008-03-10,7.900967464896774,7.387976196429637,8.616671624371941,7.900967464896774,7.900967464896774,0.10657314699104117,0.10657314699104117,0.10657314699104117,0.3522883642503311,0.3522883642503311,0.3522883642503311,-0.24571521725928996,-0.24571521725928996,-0.24571521725928996,0.0,0.0,0.0,8.007540611887816
2008-03-11,7.899420866110442,7.122909800165724,8.410168209506,7.899420866110442,7.899420866110442,-0.10223441553639986,-0.10223441553639986,-0.10223441553639986,0.11963577147694808,0.11963577147694808,0.11963577147694808,-0.22187018701334793,-0.22187018701334793,-0.22187018701334793,0.0,0.0,0.0,7.797186450574042
2008-03-12,7.897874267324108,7.03424205630711,8.223703445161174,7.897874267324108,7.897874267324108,-0.2679512249154962,-0.2679512249154962,-0.2679512249154962,-0.0666688447766587,-0.0666688447766587,-0.0666688447766587,-0.2012823801388375,-0.2012823801388375,-0.2012823801388375,0.0,0.0,0.0,7.6299230424086115
2008-03-13,7.896327668537776,7.023962763910689,8.245774689145518,7.896327668537776,7.896327668537776,-0.25688318482758293,-0.25688318482758293,-0.25688318482758293,-0.07225394953421203,-0.07225394953421203,-0.07225394953421203,-0.18462923529337089,-0.18462923529337089,-0.18462923529337089,0.0,0.0,0.0,7.639444483710193
2008-03-14,7.894781069751442,7.0566507979695245,8.255657106995665,7.894781069751442,7.894781069751442,-0.2420486427720927,-0.2420486427720927,-0.2420486427720927,-0.06957529291098666,-0.06957529291098666,-0.06957529291098666,-0.17247334986110607,-0.17247334986110607,-0.17247334986110607,0.0,0.0,0.0,7.652732426979349
